,Unnamed: 0,Datetime,Text,label
232,232,2023-02-06 23:44:36+00:00,gue bawa motor aja hampir nabrak gagara ngantuk apalagi gw bawa mobil ya,0
233,233,2023-02-06 23:44:29+00:00,Ayahnya goblok nurun ke anaknya,1
234,234,2023-02-06 23:44:28+00:00,UDAH GILA MANUSIA,0
235,235,2023-02-06 23:44:28+00:00,k media Omongan orang tolol ya gini,1
236,236,2023-02-06 23:44:27+00:00,Dahlia yg Teh Keraton bener sukses ngebuat kamar gw baunya ga kaya lonte Ini baunya sopan banget kaya lobby hotel sih,0
237,237,2023-02-06 23:44:20+00:00,Jangan bilang kamu mencintaiku kecuali dengan kesungguhan Karena bisa saja aku melakukan hal yang paling gila dengan mempercayainya,0
238,238,2023-02-06 23:44:15+00:00,begendang ni anak aja bangsat,1
239,239,2023-02-06 23:44:11+00:00,TAI BANGET,0
240,240,2023-02-06 23:44:11+00:00,Tai gitu ikutan kemaren,0
241,241,2023-02-06 23:44:07+00:00,Ngebelain gk tidur semalaman cuman buat jadi orang gila g,1
242,242,2023-02-06 23:44:04+00:00,Pertanyaan goblok,1
243,243,2023-02-06 23:44:02+00:00,Gila lawa betul skin child of the fall ni Berapa habis bro,0
244,244,2023-02-06 23:43:58+00:00,orang gila kali,1
245,245,2023-02-06 23:43:54+00:00,Lah jadi anceloti korbanna Yg salah manajemen Fetish pemain brazil terlalu tolol gini Ga liat dulu squadnya Lagian ga sukses ajg beli pemain muda brazil tuh Yang bener berkembang cuma vini sisanya gatau gajelas kalau militao bukan bocil brazil dia udah pemain jadi di porto,0
246,246,2023-02-06 23:43:32+00:00,Betul bang egi keberatan rambut krn itu jd goblok coba di cukur dlu,1
247,247,2023-02-06 23:43:24+00:00,OR Pamer kontol mulu ntar di deketin nya sm botty km nangis,1
248,248,2023-02-06 23:43:11+00:00,tiktok bangsat malah tambah bikin insecure tai,1
249,249,2023-02-06 23:43:10+00:00,aku takut jadi gila kalo harus gini terus an tiap malem harus nangis mengkhawatirkan entah apaa yang gada abisnya berat sampe bingung harus gimana lagi karena keadaan yang terus menerus memaksa dan harus terlihat baik aja,0
250,250,2023-02-06 23:43:07+00:00,mimpin aja kalau jatuh cinta goblok soalnya,1
251,251,2023-02-06 23:43:04+00:00,Haram,0
252,252,2023-02-06 23:43:00+00:00,Cara kaya secara cepat Bikin proyek impossible yg melanggar aturan kekekalan energi yg sudah ditentukan Tuhan Kumpulin dana masyarakat yg goblok Nanti gagal tinggal bilang gara wakanda Profit,0
253,253,2023-02-06 23:42:59+00:00,Senyum sendiri kek orang gila mana pas lagi terjun ke dunia svt banyak interaksi sama Bangtan tuh kek gemes sendiri,0
254,254,2023-02-06 23:42:54+00:00,sabar masih pagi gaboleh nanggepin orang gila sabarr,0
255,255,2023-02-06 23:42:52+00:00,EH gila gua masi naksir elu ya V fF,0
256,256,2023-02-06 23:42:46+00:00,sajak Botol Botak Tolol,0
257,257,2023-02-06 23:42:46+00:00,apaan si kontol pacar orang,1
258,258,2023-02-06 23:42:43+00:00,Gini ya nder even tho cinabar ku cuma r tolol bat ini emanh tapi gak stiju bgtt namanya event limited ya limited kek character limited wp b limited evwn tho cuma wp event namanya limited ya limited Kecuali mau di re run in event nya trus ada kompensasi buat para,0
259,259,2023-02-06 23:42:41+00:00,Wah gila keterlaluan cakepnya,0
260,260,2023-02-06 23:42:29+00:00,Ada gila gilanya jg,0
261,261,2023-02-06 23:42:26+00:00,YG tuh kenapa si sama lisa bingung gua kek tai lu official,0
262,262,2023-02-06 23:42:20+00:00,Partai kebo bangsat ri jakarta,1
263,263,2023-02-06 23:42:17+00:00,Jangan takut setan tapi takut goblok mantap bang,0
264,264,2023-02-06 23:42:14+00:00,Haihh elok sungguh laa dia ni Tapi simple gila story quest dia Tak puas laa Ingatkan ada heavy fight ke apa YS,0
265,265,2023-02-06 23:42:11+00:00,Bisa Haaland kaya match kemaren tendangan ke gawang Pemain tengah Liverpool isinya orang gila,0
266,266,2023-02-06 23:42:07+00:00,un tolong ini parlay ancur mulu tim gede lagi pada tolol,0
267,267,2023-02-06 23:42:02+00:00,hadeh tai bgt penilaiane,0
268,268,2023-02-06 23:41:57+00:00,BasherRL heh kontol jan sok pemes lu di rp muka kek memek org tua lu kek monyet agama lu aje agama kontol,1
269,269,2023-02-06 23:41:53+00:00,Memang bangsat gabener AHY ini akalnya udah kayak babi g,1
270,270,2023-02-06 23:41:45+00:00,pagi dah liat orang tolol tau gitu tidur aja gue,1
271,271,2023-02-06 23:41:45+00:00,gila lu gue gak mau like sg lu lagi trauma,1
272,272,2023-02-06 23:41:40+00:00,Pengen nyalon tpi kelakuan bangsat kek gabener,1
273,273,2023-02-06 23:41:39+00:00,Anies dungu bangsat,1
274,274,2023-02-06 23:41:37+00:00,dasar boomers kaum mendang mending kaya tai,0
275,275,2023-02-06 23:41:36+00:00,Suporter goblok karo kampungan yo ngunu ngisin ngisine Persebaya karo bonek ae cok,0
276,276,2023-02-06 23:41:34+00:00,Menipu sekadar bergurau pun tak boleh ya apa lagi nak menipu dalam perkara lain Kena cakna perihal halal haram rezeki,0
277,277,2023-02-06 23:41:34+00:00,dokter kok makin lama makin goblok otak taruh mana ya,1
278,278,2023-02-06 23:41:25+00:00,Boleh ga si teriak bangsat wkwkwk,1
279,279,2023-02-06 23:41:18+00:00,anti suhan Jakarta Cuma oposisi yg ga kebagian kue Kasihan merengek kue Wkwkwkwwk Biar Goblok udah mempecundangi kadrun kampret x,0
280,280,2023-02-06 23:41:17+00:00,goblok udah tau salah ttep nanya heran anjing,1
281,281,2023-02-06 23:41:14+00:00,Kenapa Goblok Thiss,1
282,282,2023-02-06 23:41:12+00:00,gue kayaknya udah gila deh,0
283,283,2023-02-06 23:41:10+00:00,Kata mamang sodikin juga apa namanya bajingan itu kagak kenal gender Cewek atau cowok kalo udah bajingan ya sama aja ajg mengerikan,0
284,284,2023-02-06 23:41:07+00:00,Aku nimbang cuma minggu sekali kdang ga nimbang sama sekali dlm sebulan Aku mikir klo aku gila timbangan dietnya ga enjoy Kl enjoy nanti jatuhnya bukan diet lg tp jd kebiasaan baru utk kesehatan jangka panjang Jgn stress nder Proses diet tu ada baik turun nya,0
285,285,2023-02-06 23:40:59+00:00,Gochujang,0
286,286,2023-02-06 23:40:59+00:00,Gua juga kalo jadi ance mending ngundurin diri ajg pindah aja ngelatih persekabpas pasuruan Gila jadwal padet kedalaman skuad pas an mau beli pemaen baru kgk boleh,0
287,287,2023-02-06 23:40:57+00:00,Sore gila badan after join team building hari ahad tu Nampak sangat dah lama tak bersenam Baraii Sokay permulaan yg bagus Boleh continue terus this week,0
288,288,2023-02-06 23:40:51+00:00,T K LN L Benar beberapa orang gila ditempat saya tdk ada yg divaksin tdk pakai masker berkeliaran di tempat umum dan sampai sekarang mereka masih hidup,0
289,289,2023-02-06 23:40:49+00:00,Sorry kak komen kayak kakak ini minoritas wkwkw jadi jangan kaget kalo banyak yg ngatain tolol walaupun mereka udah di tabok fakta,0
290,290,2023-02-06 23:40:43+00:00,Min katanya nabung bank haram tapi kamu sendiri transaksi pake bank Logikanya dikemanain,0
291,291,2023-02-06 23:40:39+00:00,Tak tapj masalahnya driver ni gila asyik mencucuk jalan dari tadi Aku yang stres berapa kali dia bawa lahu lepastu brek mengejut,0
292,292,2023-02-06 23:40:38+00:00,Gila nih,0
293,293,2023-02-06 23:40:33+00:00,CAKEP BGT GILA DAH U,0
294,294,2023-02-06 23:40:27+00:00,thof th Kagak jelas anjg pagi gw yg indah lu sodorkan chaltanbot kek tai nih org kgk jls freak aneh guilt trip,0
295,295,2023-02-06 23:40:22+00:00,Memang manusia tai ck lah,0
296,296,2023-02-06 23:40:21+00:00,orang gila itu kin,0
297,297,2023-02-06 23:40:20+00:00,Goblok,1
298,298,2023-02-06 23:40:18+00:00,G I S Kek orang tolol sumpah ajg,1
299,299,2023-02-06 23:40:13+00:00,machmoed Kalau tidak tolol bukan sufi syi i saudara sekandung majusi,0
300,300,2023-02-06 23:40:12+00:00,Itulah kenapa gue diseluruh platform sosial media gue kalo hanya sekedar kenal via dunia maya gue ngak ada pernh baper terkecuali udah kenal lama dan intens jalan ketemu dan komunikasi serta sevisi Diluar dari itu big no trhdp baper tai kucing,0
301,301,2023-02-06 23:40:09+00:00,emg gila,0
302,302,2023-02-06 23:40:05+00:00,udah gila,0
303,303,2023-02-06 23:39:59+00:00,Bangun sakit gila kepala Aku punya sakit kepala ni buat aku takut nak tengok lampu hospital Mesti terang buat bagi migraine,0
304,304,2023-02-06 23:39:56+00:00,Agak ga mungkin tapi gue tiba pengen ada The Link di Jakarta Setlistnya gila bangett,0
305,305,2023-02-06 23:39:55+00:00,Dih santai kalii goblok in org lu goblok gak nyambung,1
306,306,2023-02-06 23:39:48+00:00,Malas gila nak masuk kerja kang aku halfday jugak kangg,0
307,307,2023-02-06 23:39:47+00:00,sudah gila,0
308,308,2023-02-06 23:39:46+00:00,Pengen banget beli boneka babi Tapi ortu selalu bilang haram itu haram Orang ga dimakan masa ya haram,0
309,309,2023-02-06 23:39:39+00:00,Gila gilaan di penjara bareng pacar AOWKWKKW,0
310,310,2023-02-06 23:39:30+00:00,gsp Kasus sepele tapi berparodi bagai orang goblok,1
311,311,2023-02-06 23:39:28+00:00,geter bgt bangsat,1
312,312,2023-02-06 23:39:20+00:00,Kayaknya gue ga ngatain deh melebih kan banget kalo ngomong wkwkwk Lebay banget yang ngata in gue duluan ya lo lah gblk kalo ga ngehina gue kayak gitu ya ga akan kayak gini tolol gl Zx bU,0
313,313,2023-02-06 23:39:17+00:00,alah wifinya kaya kontol,1
314,314,2023-02-06 23:39:17+00:00,Eti emang tai,0
315,315,2023-02-06 23:39:15+00:00,Satu pengumuman yang mengejutkan Sebagai peringatan perbuatan mengubah jantina haram dalam Islam dan semua pihak perlu menjauhinya Mt,0
316,316,2023-02-06 23:39:12+00:00,tai lo smua,0
317,317,2023-02-06 23:39:12+00:00,Alhamdulillah Tapi ngeri ya sejak temenku cerita mo dijadiin tu bal itu semakin heran sama pikiran manusia yg aneh Out of logic Tp yg gitu emang g pake logic sih orang dah gila,0
318,318,2023-02-06 23:39:10+00:00,Ya lah orang Judi haram berterima kasih kpd sanusi bila nak haram penjualan arak di Langkawi krn ia adalah kawasan melayu memang hypocrite punya orang PAS,1
319,319,2023-02-06 23:39:06+00:00,ALIAS ANJING BANGET BANGSAT,1
320,320,2023-02-06 23:39:03+00:00,gua jatoh anjingg mana jatoh depan bu wahyu trs ternyata dengkul gua luka anjing perih tolol gajelas apes bgt,0
321,321,2023-02-06 23:38:49+00:00,Emang gila bener pesona om satu ini,0
322,322,2023-02-06 23:38:48+00:00,Gaji mcm haram lagi,0
323,323,2023-02-06 23:38:46+00:00,BARU MASUK KELAS UDH PENGEN TERIAK KONTOL AJA,1
324,324,2023-02-06 23:38:46+00:00,goblok,1
325,325,2023-02-06 23:38:45+00:00,Setiap orang gila Hype Boy Haha bias biasku Baek Kai sudah terkontaminasi Wkwk,0
326,326,2023-02-06 23:38:44+00:00,Slebeww Bukan cuma beberapa kader yg tolol tapi mayoritas,0
327,327,2023-02-06 23:38:41+00:00,kenapa udah tau disakiti tapi tetep bertahan itu goblok bukan jog,1
328,328,2023-02-06 23:38:33+00:00,tai masih pagi,0
329,329,2023-02-06 23:38:31+00:00,YA AMPUN MAU LIAT ESTIMASI KEYCHAIN GUEE BANGSAT,0
330,330,2023-02-06 23:38:20+00:00,SEMPPREE,0
331,331,2023-02-06 23:38:17+00:00,BELI LAH GILA LOTSO ITU,0
332,332,2023-02-06 23:38:14+00:00,Tai emang nih nenek satu butuh sampe kapan sih lu pake bts buat call out doang asu kesel bngt,1
333,333,2023-02-06 23:38:14+00:00,Tidur jam set jam set dh bangun gila loe y,1
334,334,2023-02-06 23:38:10+00:00,Kamu gobloknya bisa di keep buat kamu sendiri aja gk Gausah diumbar untuk seluruh dunia tau kalo kamu tuh memang goblok Dasar goblok,1
335,335,2023-02-06 23:38:08+00:00,Cowok atau bencong potong aja kontol lu kalo masih keroyokan,1
336,336,2023-02-06 23:38:04+00:00,Cerita lee anna ini gila Tapi bikin gue balik cinta lagi sama Suzy,0
337,337,2023-02-06 23:38:04+00:00,anjing shopee belum bisa bangsat itu sampe saldo gue ilang gue ngamuk sih,1
338,338,2023-02-06 23:38:01+00:00,WiFi kontol merusak suasana malam kerinduan kepada ayang Kontil,1
339,339,2023-02-06 23:37:54+00:00,Innailaihi lo muslim bukan Nulis ngaco,1
340,340,2023-02-06 23:37:49+00:00,Ada ya orang tolol kek gini,1
341,341,2023-02-06 23:37:48+00:00,Memang best gila telekung SK ni thank you,0
342,342,2023-02-06 23:37:47+00:00,Anak tolol tuh yang suka latah,1
343,343,2023-02-06 23:37:45+00:00,Hari hariku lalui sendiri di sini ku bertemu orang yang bodoh tai anj,0
344,344,2023-02-06 23:37:41+00:00,pagi aku dibuat gila oleh Lee ganteng Haechan,0
345,345,2023-02-06 23:37:38+00:00,sumpah ya njing ni orang annoying gila,1
346,346,2023-02-06 23:37:34+00:00,Just nk ckp jgn samakan apa kita makan dgn bnde yg haram Automatic dia akan jdi haram dn tak boleh plus berdosa Contoh pakai henna dgn rasa nk nampak dia as tattoo Dosa dh tu Just ckp this is not soju Nmpak je mcm ye but bukan,0
347,347,2023-02-06 23:37:30+00:00,User molotapes tolong diminta kerja samanya yah ini masih pagi jgn bikin anak org jd gila trims,0
348,348,2023-02-06 23:37:24+00:00,Nye banget sendernya Caper jangan gini juga lah Orang disini juga ngak tolol Kesel banget,0
349,349,2023-02-06 23:37:18+00:00,sakit perut gila kalau yakult walaupun sihat tapi taktahan,0
350,350,2023-02-06 23:37:17+00:00,NT U Goblok emang klo cinta Rasulullah ga boleh main rebana,1
351,351,2023-02-06 23:37:03+00:00,Selasa Februari Rejab H pg Masuk waktu Syuruk bagi Perlis kwsn yg sama waktu haram solat hingga pg Waktu Ishraq mula pada pg Waktu Dhuha mula pada pg,0
352,352,2023-02-06 23:37:01+00:00,Rajiun ga pake d tolol,1
353,353,2023-02-06 23:37:00+00:00,Time mandi sejuk gila Air tu rasa macam ais Dah keluar bilik air panas gila pulak berpeluh aku,0
354,354,2023-02-06 23:36:55+00:00,kalo topup gila ga vsHD Y,0
355,355,2023-02-06 23:36:51+00:00,bisa apa bisa gila,0
356,356,2023-02-06 23:36:50+00:00,bahrawi Betul cak Tolol nya gk ketulungan,1
357,357,2023-02-06 23:36:46+00:00,Power gila Tak ramai boleh buat macam ni Rare Kebanyakan mungkin segan hahahahaaha,0
358,358,2023-02-06 23:36:43+00:00,Tatap mata saya Anda akan masuk ke dalam dunia GENDENG GILA oOoHH ternyata saya tidak bisa membawa anda ke dunia GENDENG karena ANDA SUDAH GENDENG SAAT BARU LAHIR,0
359,359,2023-02-06 23:36:42+00:00,gila nih club,0
360,360,2023-02-06 23:36:42+00:00,Si nash kan emang tai,0
361,361,2023-02-06 23:36:39+00:00,hts hubungan tolol selamanya,1
362,362,2023-02-06 23:36:37+00:00,Bismillah Berjuanglah sesuai dg jalur keahlian masing Karena jika tidak Maka tunggulah kerusakan itu Ayo bersatulah Mau sampai kapan kita yg notabene ANAK BANGSA mau di ADU D MBA olh para bangsat pengkhianat rakyat C HRhr a,0
363,363,2023-02-06 23:36:36+00:00,sorry salty bgt tpi lo kontol wkwkwkwwk,1
364,364,2023-02-06 23:36:21+00:00,im going to cry banyak gila kena hafal,0
365,365,2023-02-06 23:36:16+00:00,ngecas semaleman ternyata ga masuk bangsat,1
366,366,2023-02-06 23:36:13+00:00,Ini haram gak tfbb,1
367,367,2023-02-06 23:36:10+00:00,Jeno blonde apa aku gila aja ya,0
368,368,2023-02-06 23:36:07+00:00,Umbar Heh cebong tolol lu bandingin smaa negara maju ya jelas beda lah mereka rakyat sejahtera negara nya maju duit cuma jt itu kecil rata UMR nya di atss jt lah ini waaknda masih di angka jt musti nabung brpa taon buat bs pergi haji,0
369,369,2023-02-06 23:36:06+00:00,Emng tolol,1
370,370,2023-02-06 23:36:05+00:00,ORANG GILA EDITORNYA,1
371,371,2023-02-06 23:36:04+00:00,sanah harutokasep Terus ngapain goblok Bagus lah ngehina orang yang kekurangan gitu Otak lu lebih kurang daripada tuli nya dia cW,1
372,372,2023-02-06 23:35:57+00:00,Al win manusia tolol Maunya dingertiin,1
373,373,2023-02-06 23:35:55+00:00,gila tuh bus anjg bus oerusahaan nasional juga tapi bawa mobil nya gtu,0
374,374,2023-02-06 23:35:55+00:00,Emang goblok sama cinta tu ga beda jauh,0
375,375,2023-02-06 23:35:47+00:00,Orang tua bangsat,1
376,376,2023-02-06 23:35:44+00:00,Mar M Y laah tp ngecek yg sering utang kan goblok kowe ahahah,1
377,377,2023-02-06 23:35:44+00:00,k media blok goblok,1
378,378,2023-02-06 23:35:43+00:00,alwysind Wkwkw TOLOL duluan city goblok histori sepak bola di Manchester,0
379,379,2023-02-06 23:35:40+00:00,Beli pembalut itu kegiatan transaksional sama aje kayak lu beli seblak Lebay bener bocah kontol,1
380,380,2023-02-06 23:35:36+00:00,fess Kontol nya bersih gk jemrawut nder,1
381,381,2023-02-06 23:35:35+00:00,giliran buat dia aja keknya gue mulu yg salah tai,0
382,382,2023-02-06 23:35:34+00:00,nayy njirr gila yg nego,0
383,383,2023-02-06 23:35:34+00:00,ya gue juga udah nyari di riwayat chat si Bima lagian Bima tolol benerin laptop orang tapi ganti password ga izin dulu tai kntl,0
384,384,2023-02-06 23:35:33+00:00,mosok sekadar gue gamau ngapus foto SMP Kucing aja sampe mulut nya tai banget,0
385,385,2023-02-06 23:35:30+00:00,im not saying sorry that my acc turn into skfs rt bot i mean fheifhrjjejrjrjrjdj gila fanarts org knp gila sih,0
386,386,2023-02-06 23:35:28+00:00,sepakat banget di INDO aj yg bs dianggap tabu dn bny org berAgama ad kek gtu apalg luar negeri Klo depan kamera mrk manis ya wajar it kerjaan mrk dan sepakat jg namanya manusia ad yg sesekali gila ad yg waras beneran ad jg yg gila beneran,0
387,387,2023-02-06 23:35:23+00:00,orang yg catcalling tuh pa maksud si kek masi pagi gilaa lo bsbsnya dah kek tai,0
388,388,2023-02-06 23:35:20+00:00,apa kes ek ramai addicted dengan these kind of desserts lately seram nok dahlah manis gila,0
389,389,2023-02-06 23:35:20+00:00,wkwk itu alasan gue langsung blok org ga penting atau kalau pc nomor doang gila jujur parno sampe dikira cuek sama jutek tp suer grgr ini gue selektif bgt buat nerima chat baru atau follow org diluar org yg gue kenal soalnya pernah dikirim ginian di ig sama wa,0
390,390,2023-02-06 23:35:19+00:00,trusted aku gak tipu kok xandria bukan makan uang haram testi bisa cek di ya,0
391,391,2023-02-06 23:35:15+00:00,Postingan GD di tahun Gila qSS qT,0
392,392,2023-02-06 23:35:08+00:00,Sumpah tak tahu apa Jadi dengan klang harini sampai jam gila Babi cenni,0
393,393,2023-02-06 23:35:08+00:00,Hanya orang goblok,1
394,394,2023-02-06 23:35:06+00:00,bajingan,1
395,395,2023-02-06 23:35:01+00:00,main acc twitter gue keapus permanen krn ga diakses dr november bangsat,1
396,396,2023-02-06 23:35:00+00:00,Full senyum di pagi hari kek orang tolol,0
397,397,2023-02-06 23:35:00+00:00,Haram kan rokok sekali Nusi Rokok haram disisi Islam Oh lupa nusi kuat merokok jgk,0
398,398,2023-02-06 23:34:57+00:00,ya gausa selingkuh tolol ap gmn si gt aj nnya,1
399,399,2023-02-06 23:34:56+00:00,Ya mau kalau gratis gila kali kalau gue nolak wkwk,0
400,400,2023-02-06 23:34:56+00:00,Ayo bule kaya tapi tolol beli ini biar Dafa kaya,0
401,401,2023-02-06 23:34:50+00:00,Dah pecat tu dahlah Nak sekat pasal apa Takkan yang dipecat boleh pengaruhi akar umbi Nama pun dah terbuang Yang memecat tentu lebih kuat Akar umbi tentu taat Jangan sampai dikata gila talak Kehkehkeh,0
402,402,2023-02-06 23:34:40+00:00,Biasa aja Gw selalu sedia soptek kalo lagi adventuring beli sendiri Beli soptek lu malu ngantri vaksin goblok lu paling depan,0
403,403,2023-02-06 23:34:31+00:00,Gak ngena Soalnya aku masih kerjakan sampe sekarang Gila aja hidup udah berantakan gini gak solat gak ngaji Siapa yg mau nolong coba selain Allah,0
404,404,2023-02-06 23:34:30+00:00,lu makin kesini makin denial kyak orang goblok,1
405,405,2023-02-06 23:34:27+00:00,nocounter Lucu sih ngatain orang tolol tapi malah salah,0
406,406,2023-02-06 23:34:20+00:00,Saking mudahnya bertanya anonim sampai hal goblok gini aja ditanyain,0
407,407,2023-02-06 23:34:14+00:00,nakula Jaga adab bang gak boleh memghina orang tua dengan sebutan GOBLOK,0
408,408,2023-02-06 23:34:12+00:00,Bisa gila gua cuma grgr kecoa,0
409,409,2023-02-06 23:34:06+00:00,Selasa Februari Rejab H pg Masuk waktu Syuruk bagi Pulau Pinang kwsn yg sama waktu haram solat hingga pg Waktu Ishraq mula pada pg Waktu Dhuha mula pada pg,0
410,410,2023-02-06 23:34:02+00:00,Goblok headshot wkwkkw,1
411,411,2023-02-06 23:33:57+00:00,ELt Makin hari makin goblok ya pemikiran dan narasi kamu ebong goblok,1
412,412,2023-02-06 23:33:55+00:00,lung Musik haram kerja di bank haram lbh baik bobok aja sambil ngenthu purel,0
413,413,2023-02-06 23:33:54+00:00,kangen tp bukan pacar tuh gaenak y wkwkwk kontol,1
414,414,2023-02-06 23:33:40+00:00,makin yakin indonesia gabakal bisa maju karna bonus demografi indonesia kebanyakan bocil tiktok alay tolol bangeett anjeengg,0
415,415,2023-02-06 23:33:37+00:00,FESS Ieu kan baju haram,0
416,416,2023-02-06 23:33:36+00:00,syapa orng goblok yg mewek di angkot cuma gegara dengerin endingnya natsuyuu iy sy,1
417,417,2023-02-06 23:33:35+00:00,Capek anying baca cerita dan tweet tolol kyk gini kyk udah speechless bgt nga bisa marah pengen ngatain tolol anjing goblokk,1
418,418,2023-02-06 23:33:33+00:00,Kontol,1
419,419,2023-02-06 23:33:32+00:00,red day GILA REMUK BANGET,1
420,420,2023-02-06 23:33:30+00:00,SudutPandang dan byx orang akan jadi Gila Gara d pimpin orang Bodoh yg planga plongo Utangpun akan sampai rb T,0
421,421,2023-02-06 23:33:13+00:00,Ini tuh yang ada novelnya juga gak si Klo iya versi novelnya aja udh gila bnget,0
422,422,2023-02-06 23:33:09+00:00,pagi Riee gila kenapa tu,0
423,423,2023-02-06 23:32:56+00:00,kek tai jugaa yang lama,0
424,424,2023-02-06 23:32:55+00:00,kakak mamas mas danen eh tau ga sayang tadi aku tipun uwihh GILA YAH ayaabyuu uhmm ishh dan masih banyak lagi,0
425,425,2023-02-06 23:32:54+00:00,thok Bantuan ajah loe mau Pdhl setiap hari hijat EU Bangsat loe,1
426,426,2023-02-06 23:32:54+00:00,pernah dikatain goblok ama dosen sebenernya ga jahat banget si tapi tu kek kaget aja kok tega ngatain mahasiswanya begitu anjir,0
427,427,2023-02-06 23:32:47+00:00,That tolol gw egois namanya pdhl mah klo terima curhatan laki lain itu lu udh egois anjeng gk mikirin perasaan cowok lo,0
428,428,2023-02-06 23:32:47+00:00,Orang goblok itu nggak banyak mikir yang penting terus melangkah Orang pintar kebanyakan mikir akibatnya tidak pernah melangkah,0
429,429,2023-02-06 23:32:44+00:00,april KONTOL,1
430,430,2023-02-06 23:32:38+00:00,Tak rasa motivate langsung rasa lawak gila babi,0
431,431,2023-02-06 23:32:28+00:00,deket fansnya aja banyak yg gila,1
432,432,2023-02-06 23:32:26+00:00,dAQD mahh ngaur pak org tolol semua isi semut ke injak aj d jdi brita sma dAQD,0
433,433,2023-02-06 23:32:22+00:00,Yg haram bukan bank atu produk bank yg haram itu riba itu keuntungan yd di dpat dgn cara dzolim bathil sedangkan di bank semua sudah berdasarkan mufakat musyawarah saling menguntungkan dgn konsep saling membutuhkan dan membantu saya pedagang kcil ambil KUR dibank,0
434,434,2023-02-06 23:32:21+00:00,Ini sih yg punya bakmi yg salah tolol buka usaha to bikin susah orang,1
435,435,2023-02-06 23:32:13+00:00,BANGSAT,1
436,436,2023-02-06 23:32:08+00:00,ucapan tolol seharusnya lu mikir ALLAH ridha nggak sama demokrasi aja ALLAH gak ridha apalagi sama dajjal,0
437,437,2023-02-06 23:32:08+00:00,Kann emg exol fandom gila,0
438,438,2023-02-06 23:32:07+00:00,kalimalang itu macetnya bikin gila walaupun sekarang agak mendingan dilematis pengen sih naek publik transport tp g nge cover semua wilayah jd ribet mesti oper,0
439,439,2023-02-06 23:32:03+00:00,fess Lah tolol klo sama Sange lagi bener Tinggi mah ya loss aja gak bakal ketahan karena emang udah pasrah Yang udah pernah ngewe pasti tau Yang berdarah atau sakit sempit itu biasanya ngewe di luar nikah karena masih ada paksaan otak buat nolak masuk penis CMIIW,1
440,440,2023-02-06 23:32:03+00:00,Selasa Februari Rejab H pg Masuk waktu Syuruk bagi Taiping Selama Bagan Serai Parit Buntar kwsn yg sama waktu haram solat hingga pg Waktu Ishraq mula pada pg Waktu Dhuha mula pada pg,0
441,441,2023-02-06 23:32:02+00:00,sorry bung mau nanya aja kok berani ngatain manusia goblok memang anda pintar bukannya sama aja ya,0
442,442,2023-02-06 23:32:00+00:00,galau abis dsni tai,0
443,443,2023-02-06 23:31:52+00:00,IBU AYU ANAK COMEL Hari raya semua bagai nak gila bila puasa buat buatlah lupa Ramai yang plan nak sedondon dan kami faham sangat uolls Jadi NERISSA KURUNG ADULTS KIDS ni memang direka khas untuk uolls dan anak uolls NERISSA KURUNG ZPkBtMYX,0
444,444,2023-02-06 23:31:51+00:00,nyataai peduli soalnya mun inya becari yg haram aku temakan jua,1
445,445,2023-02-06 23:31:45+00:00,nurhuda KEYAKINAN Masing Itu tersambung dari kasusnya kan U tolol amat bro Tidak perlu di sembunyikan U munafik namanya Ngaku Islam tapi u setankan,1
446,446,2023-02-06 23:31:35+00:00,Mis soto lah gila,0
447,447,2023-02-06 23:31:25+00:00,fess jadi gila dan stress tu rasanya begini,0
448,448,2023-02-06 23:31:21+00:00,nah ini perkara ads kek txt paling haram banget pake ads gini padahal idol mereka juga pake ads views ads nya lebih banyak wkwk,0
449,449,2023-02-06 23:31:13+00:00,gila sih udh tanyain ke keluarganya,1
450,450,2023-02-06 23:31:11+00:00,kun orang gila,0
451,451,2023-02-06 23:30:54+00:00,inhaler w dari zaman sblm imlek sampe imlek lewat gk dikirim emang teman bangsat ginilah kalo beli barang nitip temen alasannya sorry ya aku barusan balik medan jadi kerjaan di kantor byk gk sempat dst ok dimaklumin tp ye lu niat jualan atau gk sih,0
452,452,2023-02-06 23:30:51+00:00,GOBLOK,1
453,453,2023-02-06 23:30:41+00:00,Gila Bencana gempa Turki yang banyak makan korban jiwa begini sudah dia bikin cocoklogi dan dibawa ke ranah politik Benar orang GAK WARAS AMORAL NIR EMPATI nDWBe,0
454,454,2023-02-06 23:30:39+00:00,Nama saja democrazy ya pasti gila Otaknya miring,1
455,455,2023-02-06 23:30:32+00:00,udah tau haram masih dibeli,1
456,456,2023-02-06 23:30:30+00:00,tai bgt gue anti nt bos,1
457,457,2023-02-06 23:30:25+00:00,Tai kucing Biasalah ceramah para sampah berjubah menyesatkan Na udzubillah mindzalik,1
458,458,2023-02-06 23:30:20+00:00,Org Gila di sodorin mic,0
459,459,2023-02-06 23:30:20+00:00,minus w cuma gabisa bedain makanan atau minuman yang udah basi kan tolol,0
460,460,2023-02-06 23:30:11+00:00,Baru nama saja democrazy ya pasti gila Semua berita yang menjatuhkan Anis langsung di sambar tanpa pake otak,1
461,461,2023-02-06 23:30:09+00:00,gsp pantek emng,1
462,462,2023-02-06 23:30:08+00:00,Wan jembut emang bangsat,1
463,463,2023-02-06 23:30:05+00:00,Polisi Membekuk DD di Bandara Wamena Gegara Membawa Barang Haram,0
